SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"CHOLAFIN","1,888.00","1,905.30","1,884.20","1,875.00","1,902.30","-","27.3","1.46","40109","7.61","1,913.00","1,299.40","4.76","27.37"
"OBEROIRLTY","1,781.10","1,806.00","1,781.10","1,778.80","1,804.30","-","25.5","1.43","18828","3.39","1,986.10","1,391.20","-8.04","10.51"
"BOSCHLTD","41,405.00","41,890.00","41,310.00","41,200.00","41,780.00","-","580","1.41","2342","9.75","42,985.00","28,610.00","-1.66","0.21"
"BAJFINANCE","1,152.00","1,165.20","1,149.00","1,149.00","1,165.00","-","16","1.39","389780","45.19","1,176.40","787.90","11.4","29.79"
"FORCEMOT","18,490.00","18,732.00","18,449.00","18,378.00","18,628.00","-","250","1.36","10874","20.25","26,450.00","14,911.00","-2.27","8.02"
"HINDZINC","570.00","572.15","568.00","562.90","570.25","-","7.35","1.31","546395","31.17","733.00","413.85","4.91","33.52"
"M&M","3,470.00","3,479.90","3,435.00","3,433.00","3,477.40","-","44.4","1.29","180304","62.38","3,839.90","2,896.00","9.44","7.27"
"GVT&D","4,380.00","4,395.00","4,353.00","4,333.20","4,389.00","-","55.8","1.29","19931","8.72","5,650.00","2,523.20","-1.55","55.99"
"CROMPTON","264.45","266.60","264.45","263.10","266.50","-","3.4","1.29","30213","0.80","337.50","217.40","-2.84","-19.57"
"SHRIRAMFIN","1,097.70","1,104.60","1,092.70","1,087.30","1,100.50","-","13.2","1.21","529140","58.18","1,108.00","566.50","2.23","74"
"NBCC","95.31","96.10","95.20","94.84","95.98","-","1.14","1.2","368790","3.53","125.85","77.18","-7.35","-14.43"
"BANKBARODA","247.50","248.29","246.88","245.00","247.88","-","2.88","1.18","312470","7.74","325.50","230.81","-2.85","1.59"
"MOTILALOFS","870.00","871.80","863.60","861.00","871.20","-","10.2","1.18","27700","2.41","1,097.10","614.90","-11.09","-7.1"
"INDIANB","851.90","855.90","848.20","845.00","854.90","-","9.9","1.17","87722","7.48","1,000.90","619.05","5.76","32.41"
"MAZDOCK","2,400.20","2,420.00","2,391.60","2,389.00","2,416.60","-","27.6","1.16","59321","14.28","3,061.40","2,057.40","-6.08","-13.67"
"SHREECEM","27,010.00","27,340.00","26,880.00","26,900.00","27,210.00","-","310","1.15","1475","4.01","31,920.00","22,550.00","0.5","-12.22"
"PIIND","2,792.30","2,823.50","2,792.30","2,785.50","2,817.20","-","31.7","1.14","5486","1.54","4,190.10","2,527.00","5.27","-32.68"
"SIEMENS","4,035.00","4,065.90","4,025.10","4,000.50","4,045.80","-","45.3","1.13","33753","13.67","4,073.80","2,826.00","13.13","33.64"
"SUZLON","48.50","48.80","48.29","48.01","48.55","-","0.54","1.12","2460581","11.95","66.81","38.19","-15.58","-26.14"
"360ONE","1,174.00","1,174.00","1,163.30","1,155.00","1,167.90","-","12.9","1.12","42465","4.96","1,236.20","906.05","4.1","9.79"
"NMDC","85.00","85.49","84.69","84.20","85.13","-","0.93","1.1","1209323","10.30","97.49","68.19","-1.41","17.24"
"COCHINSHIP","1,436.10","1,451.80","1,436.10","1,430.00","1,445.40","-","15.4","1.08","56353","8.15","1,979.90","1,187.00","-6.17","-17.91"
"NAUKRI","1,265.90","1,277.90","1,265.90","1,260.00","1,273.30","-","13.3","1.06","74069","9.43","1,437.80","908.30","21.78","-8.09"
"KAYNES","3,894.70","3,925.50","3,880.00","3,875.00","3,916.00","-","41","1.06","81270","31.76","7,705.00","2,995.00","16.23","-38.46"
"HEROMOTOCO","5,578.00","5,617.00","5,555.00","5,548.00","5,606.00","-","58","1.05","32295","18.05","6,388.50","4,310.10","14.33","22.31"
"BDL","1,265.30","1,283.50","1,265.30","1,265.00","1,277.70","-","12.7","1","46867","5.99","1,654.00","1,086.00","-8.87","-20.32"
